"","rotten_tomatoes_link","movie_title","content_rating","genres","original_release_date","streaming_release_date","runtime","tomatometer_status","tomatometer_rating","audience_status","audience_rating"
"4902","m/correspondence_2016","Correspondence (La corrispondenza)","NR","Art House & International, Drama, Romance","","2017-06-27",116,"Rotten",14,"Spilled",36
"4903","m/corrina_corrina","Corrina, Corrina","PG","Comedy, Drama, Romance","1994-08-12","2016-09-01",114,"Rotten",39,"Upright",69
"4904","m/corruptor","The Corruptor","R","Action & Adventure, Mystery & Suspense","1998-06-01","2012-06-01",110,"Rotten",48,"Spilled",43
"4905","m/corvette_summer","Corvette Summer","PG","Action & Adventure, Comedy, Drama","1978-01-01","2016-08-10",105,"Rotten",50,"Spilled",43
"4906","m/cosmopolis","Cosmopolis","R","Drama, Science Fiction & Fantasy","2012-08-17","2016-08-10",108,"Fresh",65,"Spilled",31
"4907","m/cost_of_a_soul","Cost of a Soul","R","Drama","2011-05-20","2016-08-10",90,"Rotten",27,"Spilled",48
"4908","m/cottage_country","Cottage Country","R","Action & Adventure, Comedy, Drama","","2016-11-22",91,"Rotten",20,"Spilled",29
"4909","m/cotton_club","The Cotton Club","R","Drama, Musical & Performing Arts","1984-12-14","2016-11-01",127,"Fresh",76,"Spilled",55
"4910","m/couch_trip","The Couch Trip","R","Comedy","1988-01-15","2017-04-18",98,"Rotten",33,"Spilled",45
"4911","m/count_yorga_vampire","Count Yorga, Vampire","PG-13","Cult Movies, Horror","1970-01-01","2017-02-02",91,"Rotten",44,"Spilled",42
"4912","m/countdown_2019","Countdown","PG-13","Horror, Mystery & Suspense","2019-10-25","2019-10-26",90,"Rotten",26,"",72
"4913","m/countdown_to_zero","Countdown to Zero","PG","Documentary, Special Interest","2010-07-23","2017-02-23",90,"Certified-Fresh",79,"Upright",72
"4914","m/counterfeiters","Counterfeiters","NR","Drama","2018-06-15","2018-03-06",73,"Fresh",71,"Upright",91
"4915","m/country_bears","The Country Bears","G","Comedy, Kids & Family","2002-07-26","2016-08-10",88,"Rotten",31,"Spilled",33
"4916","m/country_strong","Country Strong","PG-13","Drama, Musical & Performing Arts","2011-01-07","2012-05-01",117,"Rotten",22,"Spilled",53
"4917","m/couple","The Aryan Couple, (The Couple)","PG-13","Drama","2005-11-18","2016-02-18",120,"Rotten",12,"Spilled",57
"4918","m/couples_retreat","Couples Retreat","PG-13","Comedy","2009-10-09","2012-06-15",114,"Rotten",10,"Spilled",39
"4919","m/courage_under_fire","Courage Under Fire","R","Drama","1996-07-12","2015-11-25",115,"Certified-Fresh",85,"Upright",66
"4920","m/courageous","Courageous","PG-13","Drama, Faith & Spirituality","2011-09-30","2013-09-03",130,"Rotten",36,"Upright",86
"4921","m/court","Court","NR","Drama","2015-07-15","2018-03-14",115,"Certified-Fresh",98,"Upright",79
"4922","m/court_jester","The Court Jester","NR","Action & Adventure, Classics, Comedy, Kids & Family","1956-01-27","2016-08-10",101,"Fresh",96,"Upright",94
"4923","m/cousin_jules","Cousin Jules","NR","Documentary","2013-11-27","2016-08-10",91,"Fresh",100,"Upright",83
"4924","m/cousins","Cousins","PG-13","Comedy, Drama, Romance","1989-01-01","2013-08-01",110,"Rotten",50,"Upright",67
"4925","m/covenant","The Covenant","PG-13","Horror, Mystery & Suspense","2006-09-08","2013-09-04",97,"Rotten",4,"Upright",62
"4926","m/cover","Cover","PG-13","Drama, Mystery & Suspense","2007-10-01","2016-08-10",98,"Rotten",0,"Upright",78
"4927","m/cowboys","The Cowboys","PG","Classics, Drama, Western","1972-01-13","2008-01-01",128,"Fresh",79,"Upright",88
"4928","m/cowboys-for-christ","The Wicker Tree","R","Drama, Horror, Mystery & Suspense","2012-01-27","2017-03-27",96,"Rotten",27,"Spilled",10
"4929","m/cowboys_and_aliens","Cowboys & Aliens","PG-13","Action & Adventure, Science Fiction & Fantasy, Western","2011-07-29","2013-03-26",118,"Rotten",44,"Spilled",43
"4930","m/coyote_lake","Coyote Lake","NR","Mystery & Suspense","2019-08-02","2019-08-02",93,"Fresh",83,"Upright",83
"4931","m/coyote_ugly","Coyote Ugly","PG-13","Comedy, Drama","2000-08-04","2016-11-23",100,"Rotten",23,"Upright",71
"4932","m/cq","CQ","R","Comedy, Drama","2002-05-24","2017-04-11",91,"Fresh",66,"Upright",69
"4933","m/crack_in_the_world","Crack in the World","NR","Drama, Science Fiction & Fantasy","1965-04-15","2016-08-10",96,"Fresh",86,"Spilled",41
"4934","m/cracks","Cracks","R","Drama, Mystery & Suspense","2011-03-18","2016-07-01",104,"Rotten",43,"Spilled",48
"4935","m/cradle_2_the_grave","Cradle 2 the Grave","R","Action & Adventure, Drama","2003-02-28","2011-09-30",99,"Rotten",25,"Spilled",52
"4936","m/cradle_of_champions","Cradle of Champions","NR","Documentary","","2018-09-21",100,"Fresh",100,"",NA
"4937","m/cradle_will_rock","Cradle Will Rock","R","Drama","1999-12-08","2016-08-10",133,"Fresh",64,"Upright",71
"4938","m/craft","The Craft","R","Drama, Horror","1996-05-03","2014-02-12",100,"Rotten",56,"Upright",65
"4939","m/craigslist_joe_2012","Craigslist Joe","NR","Action & Adventure, Documentary, Special Interest","2012-08-02","2016-11-30",90,"Rotten",33,"Upright",64
"4940","m/crank","Crank","R","Action & Adventure, Comedy, Mystery & Suspense","2006-09-01","2015-12-06",83,"Fresh",61,"Upright",71
"4941","m/crank_high_voltage","Crank 2: High Voltage","R","Action & Adventure, Comedy","2009-04-17","2015-12-17",97,"Fresh",64,"Spilled",49
"4942","m/crash_pad","Crash Pad","R","Comedy","2017-10-27","2019-03-01",93,"Rotten",54,"Spilled",53
"4943","m/crave_2013","Crave","NR","Drama, Mystery & Suspense","2013-12-06","2013-12-06",113,"Rotten",31,"Spilled",26
"4944","m/crawford","Crawford","NR","Documentary, Special Interest","2008-10-06","2017-04-02",74,"Fresh",100,"Upright",72
"4945","m/crawl","Crawl","NR","Comedy, Mystery & Suspense","2011-10-15","2016-11-18",80,"Fresh",63,"Spilled",20
"4946","m/crawl_2019","Crawl","R","Horror","2019-07-12","2019-08-27",87,"Certified-Fresh",83,"",75
"4947","m/crazies","The Crazies","R","Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy","1973-01-01","2016-10-11",103,"Fresh",67,"Spilled",43
"4948","m/crazy-beautiful","Crazy/Beautiful","PG-13","Drama, Romance","2001-06-28","2015-12-10",99,"Fresh",63,"Upright",69
"4949","m/crazy_about_tiffanys","Crazy About Tiffany's","NR","Documentary","2016-02-19","2016-09-27",87,"Rotten",27,"Spilled",36
"4950","m/crazy_as_hell","Crazy as Hell","R","Drama, Horror, Mystery & Suspense","2002-09-27","2016-11-30",113,"Rotten",53,"Spilled",54
"4951","m/crazy_eyes_2012","Crazy Eyes","NR","Comedy","2012-07-06","2017-04-12",95,"Rotten",25,"Spilled",21
"4952","m/crazy_heart","Crazy Heart","R","Drama, Musical & Performing Arts, Romance","2009-12-16","2015-11-25",112,"Certified-Fresh",90,"Upright",76
"4953","m/crazy_horse_2010","Crazy Horse","NR","Documentary, Special Interest","2012-01-18","",134,"Certified-Fresh",85,"Spilled",52
"4954","m/crazy_in_alabama","Crazy in Alabama","PG-13","Comedy, Drama","1999-10-22","2012-04-16",111,"Rotten",30,"Upright",64
"4955","m/crazy_love_2007","Crazy Love","PG-13","Documentary","2007-05-30","2017-02-23",92,"Certified-Fresh",79,"Upright",73
"4956","m/crazy_on_the_outside","Crazy on the Outside","PG-13","Comedy","2010-01-08","2016-02-15",96,"Rotten",8,"Spilled",28
"4957","m/crazy_people","Crazy People","R","Comedy","1990-04-11","2015-11-23",90,"Rotten",37,"Upright",62
"4958","m/crazy_rich_asians","Crazy Rich Asians","PG-13","Comedy","2018-08-15","2018-11-06",120,"Certified-Fresh",91,"Upright",76
"4959","m/crazy_stupid_love_2011","Crazy, Stupid, Love.","PG-13","Comedy, Drama, Romance","2011-07-29","2016-04-13",118,"Certified-Fresh",79,"Upright",78
"4960","m/creative_control","Creative Control","R","Drama, Science Fiction & Fantasy","2016-03-11","2016-05-13",97,"Fresh",60,"Spilled",38
"4961","m/creator","Creator","R","Comedy, Drama, Science Fiction & Fantasy","1985-09-20","2015-09-17",107,"Rotten",38,"Upright",76
"4962","m/creature_1985","Creature","R","Horror, Science Fiction & Fantasy","1985-05-08","2017-01-08",97,"Rotten",40,"Spilled",12
"4963","m/creature_2011","Creature","R","Horror, Mystery & Suspense","2011-09-09","2016-11-18",95,"Rotten",10,"Spilled",17
"4964","m/creed_2015","Creed","PG-13","Drama","2015-11-25","2016-08-21",133,"Certified-Fresh",95,"Upright",89
"4965","m/creed_ii","Creed II","PG-13","Action & Adventure, Drama, Sports & Fitness","2018-11-21","2019-02-12",130,"Certified-Fresh",83,"Upright",80
"4966","m/creep_2014","Creep","R","Comedy, Horror, Romance","2015-09-02","2015-07-14",80,"Fresh",89,"Upright",65
"4967","m/creep_2_2017","Creep 2","NR","Horror, Mystery & Suspense","2017-10-24","2017-10-24",78,"Fresh",100,"Upright",72
"4968","m/creeping_flesh","Creeping Flesh","PG","Classics, Horror, Mystery & Suspense","1973-01-01","2018-09-11",94,"Fresh",83,"Spilled",54
"4969","m/creepshow","Creepshow","R","Horror","1982-11-12","2008-05-01",117,"Fresh",73,"Upright",68
"4970","m/creepshow_2","Creepshow 2","R","Horror","1987-05-01","2016-07-19",89,"Rotten",30,"Spilled",40
"4971","m/creepy","Creepy (Kuripi: Itsuwari no rinjin)","NR","Drama","2016-10-21","2017-03-23",130,"Certified-Fresh",90,"Spilled",57
"4972","m/cries_and_whispers","Cries and Whispers","R","Drama, Romance","1972-12-21","2016-11-18",95,"Fresh",90,"Upright",91
"4973","m/crime_after_crime_2011","Crime After Crime","NR","Documentary, Drama, Special Interest","2011-07-01","2016-03-28",95,"Fresh",91,"Upright",82
"4974","m/crime_and_punishment_in_suburbia","Crime & Punishment in Suburbia","R","Art House & International, Drama","2000-01-24","2016-10-01",100,"Rotten",21,"Spilled",58
"4975","m/crime_of_padre_amaro","The Crime of Padre Amaro","R","Art House & International, Drama","2002-11-15","2013-01-01",118,"Fresh",61,"Upright",74
"4976","m/crime_spree","Crime Spree","R","Comedy, Drama","2003-01-01","2017-05-22",99,"Rotten",33,"Spilled",56
"4977","m/crimes_of_passion","Crimes of Passion","R","Drama, Mystery & Suspense","1984-10-19","2018-02-28",101,"Rotten",36,"Spilled",55
"4978","m/crimes_of_the_heart","Crimes of the Heart","PG-13","Comedy, Drama","1986-12-12","2016-11-07",104,"Fresh",81,"Upright",65
"4979","m/criminal_2016","Criminal","R","Action & Adventure, Drama, Mystery & Suspense","2016-04-15","2016-07-12",113,"Rotten",30,"Spilled",47
"4980","m/criminal_activities","Criminal Activities","R","Drama","2015-11-20","2016-11-30",94,"Rotten",48,"Spilled",42
"4981","m/criminal_law","Criminal Law","R","Drama, Mystery & Suspense","1989-04-28","2017-01-19",117,"Rotten",33,"Spilled",26
"4982","m/crimson_peak","Crimson Peak","R","Horror","2015-10-16","2016-09-06",119,"Fresh",72,"Spilled",55
"4983","m/crimson_pirate","The Crimson Pirate","NR","Action & Adventure, Art House & International, Classics, Comedy","1952-09-27","2014-01-31",104,"Fresh",100,"Upright",85
"4984","m/crimson_tide","Crimson Tide","R","Action & Adventure, Drama","1995-05-12","2016-08-10",115,"Certified-Fresh",88,"Upright",83
"4985","m/crip_camp_a_disability_revolution","Crip Camp: A Disability Revolution","R","Documentary","","2020-03-26",107,"Certified-Fresh",100,"Upright",92
"4986","m/criss_cross","Criss Cross","NR","Classics, Drama, Mystery & Suspense","1949-01-12","2016-09-10",87,"Fresh",92,"Upright",80
"4987","m/critical_care","Critical Care","PG-13","Comedy","1997-10-31","2016-11-25",105,"Rotten",59,"Spilled",30
"4988","m/critical_thinking","Critical Thinking","NR","Comedy, Drama","2020-09-04","2020-09-04",117,"Fresh",93,"Upright",85
"4989","m/critters","Critters","PG-13","Horror, Science Fiction & Fantasy","1986-04-11","2011-06-01",84,"Rotten",52,"Spilled",45
"4990","m/critters_2_the_main_course","Critters 2: The Main Course","PG-13","Comedy, Horror, Science Fiction & Fantasy","1988-04-29","2016-11-01",87,"Rotten",25,"Spilled",36
"4991","m/critters_3","Critters 3","PG-13","Horror, Science Fiction & Fantasy","1991-12-11","2016-05-23",86,"Rotten",0,"Spilled",23
"4992","m/critters_attack_2019","Critters Attack!","R","Comedy, Horror, Science Fiction & Fantasy","","2019-07-23",89,"Rotten",44,"Spilled",26
"4993","m/crna_macka_beli_macor","Crna macka, beli macor (Black Cat, White Cat)","R","Art House & International, Comedy, Drama","1999-09-10","2017-11-02",129,"Fresh",83,"Upright",95
"4994","m/crocodile_dundee","Crocodile Dundee","PG-13","Action & Adventure, Comedy","1986-09-26","2013-08-01",97,"Fresh",88,"Spilled",59
"4995","m/crocodile_dundee_2","Crocodile Dundee II","PG","Action & Adventure, Comedy","1988-05-25","2013-08-01",112,"Rotten",10,"Spilled",38
"4996","m/crocodile_dundee_in_los_angeles","Crocodile Dundee in Los Angeles","PG","Action & Adventure, Comedy","2001-04-20","2013-08-01",92,"Rotten",11,"Spilled",25
"4997","m/cromwell","Cromwell","G","Action & Adventure, Classics, Drama","1970-10-26","2012-04-16",145,"Rotten",43,"Upright",69
"4998","m/cronicas","Crónicas","R","Drama, Mystery & Suspense","2005-07-08","2016-11-15",98,"Certified-Fresh",71,"Upright",77
"4999","m/cronos","Cronos","R","Art House & International, Drama, Horror, Mystery & Suspense","1994-06-01","2017-03-02",92,"Certified-Fresh",91,"Upright",69
"5000","m/crooked_arrows","Crooked Arrows","PG-13","Drama, Sports & Fitness","2012-05-18","2015-11-25",105,"Rotten",41,"Upright",62
"5001","m/crooked_house","Crooked House","PG-13","Mystery & Suspense","2017-12-22","2019-03-01",115,"Rotten",57,"Spilled",56
"5002","m/crooklyn","Crooklyn","PG-13","Comedy","1994-05-13","2016-04-03",112,"Fresh",77,"Upright",90
"5003","m/cropsey","Cropsey","NR","Documentary","2010-06-04","2016-12-23",84,"Certified-Fresh",91,"Upright",61
"5004","m/cross_creek","Cross Creek","PG","Drama","1983-05-01","2016-05-21",122,"Fresh",67,"Upright",75
"5005","m/cross_of_iron","Cross of Iron","R","","1977-01-01","2017-06-20",119,"Fresh",75,"Upright",87
"5006","m/crossfire_1989","Crossfire","NR","Action & Adventure, Classics, Drama, Mystery & Suspense","1947-01-01","2012-04-16",86,"Fresh",82,"Upright",74
"5007","m/crossfire_trail","Crossfire Trail","NR","Action & Adventure, Television, Western","2001-01-21","2014-01-26",96,"Rotten",40,"Upright",77
"5008","m/crossing_delancey","Crossing Delancey","PG","Comedy, Drama, Romance","1988-01-01","2008-10-03",97,"Fresh",88,"Upright",78
"5009","m/crossing_guard","The Crossing Guard","R","Drama","1995-11-15","2016-10-08",114,"Fresh",75,"Spilled",53
"5010","m/crossing_over","Crossing Over","R","Drama","2009-02-27","2016-11-18",114,"Rotten",16,"Spilled",49
"5011","m/crossing_the_line_2007","Crossing the Line","NR","Art House & International, Documentary, Special Interest","2007-08-10","2017-01-25",91,"Fresh",90,"Upright",85
"5012","m/crossover","Crossover","PG-13","Action & Adventure, Drama","2006-09-01","2012-04-16",95,"Rotten",2,"Spilled",59
"5013","m/crossworlds","Crossworlds","PG-13","Action & Adventure, Drama, Science Fiction & Fantasy","1996-01-01","2015-09-17",87,"Rotten",20,"Spilled",41
"5014","m/crouching_tiger_hidden_dragon","Crouching Tiger, Hidden Dragon","PG-13","Action & Adventure, Art House & International, Drama, Romance","2001-01-12","2012-04-16",120,"Certified-Fresh",97,"Upright",86
"5015","m/crow","The Crow","R","Action & Adventure, Science Fiction & Fantasy","1994-01-01","2016-08-17",100,"Certified-Fresh",83,"Upright",90
"5016","m/crow_salvation","The Crow - Salvation","R","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy","2000-01-23","2016-11-07",102,"Rotten",22,"Spilled",43
"5017","m/crow_the_city_of_angels","The Crow: City of Angels","R","Action & Adventure, Science Fiction & Fantasy","1996-08-30","2016-05-23",84,"Rotten",12,"Spilled",40
"5018","m/crown_and_anchor","Crown and Anchor","NR","Art House & International, Drama","2018-09-12","2019-07-02",NA,"Fresh",100,"",NA
"5019","m/crown_heights_2017","Crown Heights","R","Drama","2017-08-18","2017-11-14",96,"Certified-Fresh",77,"Upright",77
"5020","m/crown_vic","Crown Vic","R","Action & Adventure, Drama, Mystery & Suspense","2019-11-08","2019-11-15",100,"Rotten",58,"Upright",73
"5021","m/crshd","CRSHD","NR","Comedy","","2020-08-02",80,"Fresh",75,"Upright",60
"5022","m/cruel_intentions","Cruel Intentions","R","Drama","1999-03-05","2014-03-28",97,"Rotten",54,"Upright",81
"5023","m/cruel_intentions_2","Cruel Intentions 2","R","Comedy, Drama","2000-11-01","2013-05-03",87,"Rotten",17,"Spilled",21
"5024","m/cruise","The Cruise","PG-13","Documentary, Drama, Special Interest","1998-10-23","2016-12-28",76,"Fresh",86,"Upright",88
"5025","m/cruise_2018","Cruise","NR","Drama","2018-09-28","2018-09-28",90,"Rotten",38,"Upright",71
"5026","m/cruising","Cruising","R","Drama, Mystery & Suspense","1980-02-08","2016-11-21",106,"Rotten",50,"Spilled",48
"5027","m/crumb","Crumb","R","Comedy, Cult Movies, Documentary, Drama, Musical & Performing Arts, Special Interest","1995-05-19","2016-11-30",119,"Certified-Fresh",95,"Upright",89
"5028","m/crush_the_skull","Crush The Skull","NR","Comedy, Horror, Mystery & Suspense","","2016-08-17",80,"Fresh",100,"Spilled",54
"5029","m/crusoe","Crusoe","PG-13","Action & Adventure, Drama","1988-06-01","2017-03-12",91,"Fresh",67,"Spilled",43
"5030","m/cry-baby","Cry-Baby","PG-13","Comedy, Musical & Performing Arts","1990-04-06","2016-04-19",85,"Fresh",73,"Upright",77
"5031","m/cry_freedom","Cry Freedom","PG","Art House & International, Drama","1987-11-06","2015-09-11",156,"Fresh",76,"Upright",88
"5032","m/cry_in_the_dark","Evil Angels (A Cry in the Dark)","PG-13","Drama","1988-11-04","2016-11-21",121,"Fresh",93,"Upright",74
"5033","m/cry_of_the_owl-2009","Cry of the Owl","R","Drama, Mystery & Suspense","2009-11-27","2012-04-16",100,"Rotten",11,"Spilled",20
"5034","m/cry_wolf_2005","Cry_Wolf","PG-13","Horror, Mystery & Suspense","2005-09-16","2014-12-31",89,"Rotten",24,"Spilled",51
"5035","m/crying_game","The Crying Game","R","Drama, Mystery & Suspense, Romance","1992-11-25","2016-04-21",113,"Certified-Fresh",94,"Upright",78
"5036","m/crypto","Crypto","R","Drama","2019-04-12","2019-04-12",105,"Rotten",17,"Spilled",59
"5037","m/crystal_fairy","Crystal Fairy","NR","Comedy","2013-07-12","2016-04-28",100,"Certified-Fresh",83,"Spilled",50
"5038","m/csa_the_confederate_states_of_america","CSA: The Confederate States of America","PG-13","Comedy, Documentary","2005-10-07","2016-09-27",89,"Certified-Fresh",80,"Spilled",56
"5039","m/csny_deja_vu","CSNY Déjà Vu","R","Documentary, Drama, Musical & Performing Arts, Special Interest","2008-07-25","2017-02-09",96,"Fresh",68,"Upright",71
